관리_건축물대장_PK,대장_구분_코드,대장_구분_코드_명,대장_종류_코드,대장_종류_코드_명,대지_위치,도로명_대지_위치,건물_명,시군구_코드,법정동_코드,대지_구분_코드,번,지,특수지_명,블록,로트,외필지_수,새주소_도로_코드,새주소_법정동_코드,새주소_지상지하_코드,새주소_본_번,새주소_부_번,동_명,주_부속_구분_코드,주_부속_구분_코드_명,대지_면적(㎡),건축_면적(㎡),건폐_율(%),연면적(㎡),용적_률_산정_연면적(㎡),용적_률(%),구조_코드,구조_코드_명,기타_구조,주_용도_코드,주_용도_코드_명,기타_용도,지붕_코드,지붕_코드_명,기타_지붕,세대_수(세대),가구_수(가구),높이(m),지상_층_수,지하_층_수,승용_승강기_수,비상용_승강기_수,부속_건축물_수,부속_건축물_면적(㎡),총_동_연면적(㎡),옥내_기계식_대수(대),옥내_기계식_면적(㎡),옥외_기계식_대수(대),옥외_기계식_면적(㎡),옥내_자주식_대수(대),옥내_자주식_면적(㎡),옥외_자주식_대수(대),옥외_자주식_면적(㎡),허가_일,착공_일,사용승인_일,허가번호_년,허가번호_기관_코드,허가번호_기관_코드_명,허가번호_구분_코드,허가번호_구분_코드_명,호_수(호),에너지효율_등급,에너지절감_율,에너지_EPI점수,친환경_건축물_등급,친환경_건축물_인증점수,지능형_건축물_등급,지능형_건축물_인증점수,생성_일자,경도,위도
26710-10926,1,일반,2,일반건축물,부산광역시 기장군 일광면 원리 226번지, 부산광역시 기장군 일광면 청원길 303-34,B동,26710,31030,0,226,0,,,,0,2.67E+11,31001,0,303,34,,0,주건축물,0,65,0,65,65,0,11,벽돌구조,조적조,1000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,1,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20170701,129.2345185,35.31437495
26710-10961,1,일반,2,일반건축물,부산광역시 기장군 일광면 원리 387-1번지, 부산광역시 기장군 일광면 청원길 216,,26710,31030,0,387,1,,,,0,2.67E+11,31001,0,216,0,,0,주건축물,0,156.03,0,156.03,156.03,0,51,일반목구조,"목조, 브록크",1000,단독주택,"주택, 정미소",30,슬레이트,스레트,0,1,0,1,0,0,0,2,73.72,0,0,0,0,0,0,0,0,0,,,19670720,,,,,,0,,0,0,,0,,0,20170701,129.2317894,35.30636713
26710-11008,1,일반,2,일반건축물,부산광역시 기장군 일광면 원리 617번지, 부산광역시 기장군 일광면 청원길 215-13,,26710,31030,0,617,0,,,,0,2.67E+11,31001,0,215,13,,0,주건축물,0,0,0,279.14,0,0,12,블록구조,블럭조,Z5000,문화및집회시설,"법당, 요사, 주택",30,슬레이트,스레트,0,0,0,1,0,0,0,1,10.5,0,0,0,0,0,0,0,0,0,,,1976,,,,,,0,,0,0,,0,,0,20170701,129.2284574,35.30648662
26710-11124,1,일반,2,일반건축물,부산광역시 기장군 일광면 화전리 318-3번지, 부산광역시 기장군 일광면 화전2길 44-4,,26710,31031,0,318,3,,,,0,2.67E+11,31001,0,44,4,,0,주건축물,0,73.92,0,73.92,73.92,0,12,블록구조,브럭,21000,동.식물관련시설,축사,30,슬레이트,스레트,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19830308,,,,,,,,0,,0,0,,0,,0,20170701,129.2301107,35.28175534
26710-11273,1,일반,2,일반건축물,부산광역시 기장군 일광면 용천리 264-1번지, 부산광역시 기장군 일광면 대리길 10,,26710,31033,0,264,1,,,,0,2.67E+11,31001,0,10,0,,0,주건축물,0,27.11,0,27.11,27.11,0,51,일반목구조,목조,1000,단독주택,주택,90,기타지붕,초가,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19410401,,,,,,0,,0,0,,0,,0,20170701,129.2064332,35.29208862
26710-11280,1,일반,2,일반건축물,부산광역시 기장군 일광면 용천리 288번지, 부산광역시 기장군 일광면 대리길 20-5,,26710,31033,0,288,0,,,,0,2.67E+11,31001,0,20,5,,0,주건축물,311.71,103.08,33.07,202.08,172.08,55.21,11,벽돌구조,벽돌구조,1000,단독주택,단독주택,10,(철근)콘크리트,콘크리트슬래브,0,1,8.9,2,0,0,0,1,30,172.08,0,0,0,0,2,30,0,0,20070412,20070424,20070824,2007,3400040,건축과,1101,신축허가,0,,0,0,,0,,0,20170701,129.185943,35.29648052
26710-11682,1,일반,2,일반건축물,부산광역시 기장군 정관읍 임곡리 418-1번지, 부산광역시 기장군 정관읍 웅상대로 551,,26710,25623,0,418,1,,,,0,2.67E+11,25602,0,551,0,,0,주건축물,420,200.25,47.68,200.25,200.25,47.68,12,블록구조,블록조,1000,단독주택,주택,30,슬레이트,스레트,0,1,0,1,0,0,0,1,101.25,200.25,0,0,0,0,0,0,0,0,19900412,,19911025,,,,,,0,,0,0,,0,,0,20170701,129.1366745,35.35336781
26710-12011,1,일반,2,일반건축물,부산광역시 기장군 정관읍 달산리 938-17번지, 부산광역시 기장군 정관읍 산단1로 66-3,,26710,25625,0,938,17,,,,0,2.67E+11,25602,0,66,3,,0,주건축물,1622,760.04,46.86,867.84,867.84,53.5,32,경량철골구조,"경량철골조, R.C조",17000,공장,공장,90,기타지붕,"칼라시트, 스라브",0,0,7.3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,39.1,19940504,19940708,19940824,,,,,,0,,0,0,,0,,0,20170701,129.1783038,35.31378892
26710-12178,1,일반,2,일반건축물,부산광역시 기장군 정관읍 병산리 389-1번지, 부산광역시 기장군 정관읍 병산로 276,,26710,25626,0,389,1,,,,0,2.67E+11,25602,0,276,0,,0,주건축물,0,86.04,0,86.04,86.04,0,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,제2종 근린생활시설,20,기와,기와,0,0,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20010817,20011009,20020115,,,,,,0,,0,0,,0,,0,20170701,129.187865,35.35011135
26710-12179,1,일반,2,일반건축물,부산광역시 기장군 정관읍 병산리 389-1번지, 부산광역시 기장군 정관읍 병산로 276,,26710,25626,0,389,1,,,,0,2.67E+11,25602,0,276,0,,0,주건축물,0,47.92,0,47.52,47.52,0,11,벽돌구조,조적조,1000,단독주택,주택,10,(철근)콘크리트,슬라브,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20010817,20011009,20020115,,,,,,0,,0,0,,0,,0,20170701,129.187865,35.35011135
26710-12181,1,일반,2,일반건축물,부산광역시 기장군 정관읍 병산리 441-3번지, 부산광역시 기장군 정관읍 병산로 338,,26710,25626,0,441,3,,,,0,2.67E+11,25602,0,338,0,,0,주건축물,515,99.78,19.37,99,99,19.22,51,일반목구조,목조,1000,단독주택,주택,90,기타지붕,초가,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000114,,20030328,,,,,,0,,0,0,,0,,0,20170701,129.1880728,35.35564457
26710-1220,2,집합,3,표제부,부산광역시 기장군 기장읍 동부리 376-7번지, 부산광역시 기장군 기장읍 차성동로142번길 12-7,동우빌라,26710,25021,0,376,7,,,,0,2.67E+11,25001,0,12,7,,0,주건축물,456.2,207.76,45.54,849.34,849.34,186.18,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,"공동주택, 근린생활시설",10,(철근)콘크리트,평스라브,8,4,14.6,5,0,0,0,0,0,0,0,0,0,0,0,0,5,57.5,20010329,20010330,20010607,,,,,,4,,0,0,,0,,0,20170701,129.2187225,35.24972364
26710-12375,1,일반,2,일반건축물,부산광역시 기장군 정관읍 용수리 521-3번지, 부산광역시 기장군 정관읍 산막길 26-26,,26710,25628,0,521,3,,,,1,2.67E+11,25602,0,26,26,,0,주건축물,0,79.3,0,79.3,79.3,0,51,일반목구조,"목조, 브르크",1000,단독주택,주택,20,기와,"시멘기와, 스레트",0,1,0,1,0,0,0,1,19.8,0,0,0,0,0,0,0,0,0,,,1935,,,,,,0,,0,0,,0,,0,20170701,129.1721367,35.33285724
26710-12385,1,일반,2,일반건축물,부산광역시 기장군 정관읍 용수리 533-2번지, 부산광역시 기장군 정관읍 산막길 16,,26710,25628,0,533,2,,,,0,2.67E+11,25602,0,16,0,,0,주건축물,2460,486,19.76,522,522,21.22,31,일반철골구조,철근콘크리트조,3000,제1종근린생활시설,제1종근린생활시설,10,(철근)콘크리트,스라브,0,0,7.4,1,0,0,0,0,0,486,0,0,0,0,0,0,4,46,20030306,20030312,20030624,2003,3400035,허가과,1101,신축허가,0,,0,0,,0,,0,20170701,129.1717793,35.33235667
26710-12421,1,일반,2,일반건축물,부산광역시 기장군 정관읍 용수리 617번지, 부산광역시 기장군 정관읍 용수로 109-15,,26710,25628,0,617,0,,,,0,2.67E+11,25602,0,109,15,,0,주건축물,981,561.09,57.2,532.34,532.34,54.27,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,제2종근린생활시설,30,슬레이트,스레트,0,1,5.6,1,0,0,0,1,4.59,527.75,0,0,0,0,0,0,6,69,19821013,,19840312,,,,,,0,,0,0,,0,,0,20170701,129.1717246,35.33025291
26710-12430,1,일반,2,일반건축물,부산광역시 기장군 정관읍 용수리 635-2번지, 부산광역시 기장군 정관읍 용수로 76,,26710,25628,0,635,2,,,,0,2.67E+11,25602,0,76,0,,0,주건축물,0,72.12,0,114.92,114.92,0,11,벽돌구조,시멘트벽돌조,3000,제1종근린생활시설,근린공공시설(전화국),10,(철근)콘크리트,스라브,0,0,0,2,0,0,0,1,11.52,0,0,0,0,0,0,0,0,0,19900926,,19910401,,,,,,0,,0,0,,0,,0,20170701,129.1739571,35.32861727
26710-1267,1,일반,2,일반건축물,부산광역시 기장군 기장읍 교리 72-4번지, 부산광역시 기장군 기장읍 차성로417번길 35-13,,26710,25022,0,72,4,,,,0,2.67E+11,25001,0,35,13,,0,주건축물,264,92.61,35.08,119.03,119.03,45.09,19,기타조적구조,조적조,1000,단독주택,단독주택,10,(철근)콘크리트,평스라브,0,1,6.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000407,2000,20010530,,,,,,0,,0,0,,0,,0,20170701,129.2152167,35.25732827
26710-12804,1,일반,2,일반건축물,부산광역시 기장군 정관읍 예림리 572-1번지, 부산광역시 기장군 정관읍 예림길 28-7,,26710,25630,0,572,1,,,,0,2.67E+11,25602,0,28,7,,0,주건축물,323.15,82.89,25.65,82.89,82.89,25.65,12,블록구조,조적조,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19871201,19871203,19880309,,,,,,0,,0,0,,0,,0,20170701,129.2067922,35.32758894
26710-12853,1,일반,2,일반건축물,부산광역시 기장군 정관읍 예림리 713번지, 부산광역시 기장군 정관읍 예림2길 36,,26710,25630,0,713,0,,,,0,2.67E+11,25602,0,36,0,,0,주건축물,645,154,23.88,462,462,71.63,21,철근콘크리트구조,철근콘크리트조,4000,제2종근린생활시설,사무실 및 연구실,10,(철근)콘크리트,스라브,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19950321,,19950725,,,,,,0,,0,0,,0,,0,20170701,129.2061198,35.32224144
26710-13029,1,일반,2,일반건축물,부산광역시 기장군 철마면 와여리 332번지, 부산광역시 기장군 철마면 와여길 32-3,,26710,33021,0,332,0,,,,0,2.67E+11,33001,0,32,3,,0,주건축물,406.48,99.99,24.6,99.99,99.99,24.6,11,벽돌구조,조적조,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,0,1,0,0,0,1,16.74,0,0,0,0,0,0,0,0,0,19900628,19900705,19901011,,,,,,0,,0,0,,0,,0,20170701,129.149621,35.27853818
26710-13106,1,일반,2,일반건축물,부산광역시 기장군 철마면 장전리 67번지, 부산광역시 기장군 철마면 대곡1길 27,,26710,33022,0,67,0,,,,0,2.67E+11,33001,0,27,0,,0,주건축물,316.8,93.76,29.6,93.76,93.76,29.6,11,벽돌구조,벽돌조,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,0,1,0,0,0,1,4.62,0,0,0,0,0,0,0,0,0,19910412,,19910730,,,,,,0,,0,0,,0,,0,20170701,129.1504297,35.26577178
26710-13207,1,일반,2,일반건축물,부산광역시 기장군 철마면 장전리 380-1번지, 부산광역시 기장군 철마면 장전길 8,,26710,33022,0,380,1,,,,0,2.67E+11,33001,0,8,0,,0,주건축물,0,139.2,0,139.2,139.2,0,12,블록구조,브록조,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,0,1,0,0,0,1,27.2,0,0,0,0,0,0,0,0,0,,,1978,,,,,,0,,0,0,,0,,0,20170701,129.1450146,35.27473833
26710-13243,1,일반,2,일반건축물,부산광역시 기장군 철마면 장전리 583-8번지, 부산광역시 기장군 철마면 장전길 18-2,,26710,33022,0,583,8,,,,1,2.67E+11,33001,0,18,2,,0,주건축물,0,111.85,0,111.85,111.85,0,11,벽돌구조,조적조,1000,단독주택,주택,10,(철근)콘크리트,,0,1,0,1,0,0,0,1,13.86,0,0,0,0,0,0,0,0,0,,,19910906,,,,,,0,,0,0,,0,,0,20170701,129.145418,35.2740585
26710-13301,1,일반,2,일반건축물,부산광역시 기장군 철마면 백길리 182번지, 부산광역시 기장군 철마면 곰내길 104-15,,26710,33023,0,182,0,,,,1,2.67E+11,33002,0,104,15,,1,부속건축물,0,35.31,0,34.19,34.19,0,11,벽돌구조,벽돌구조,1000,단독주택,단독주택,10,(철근)콘크리트,콘크리트경사슬래브외1,0,0,4.2,1,0,0,0,0,0,34.19,0,0,0,0,0,0,0,0,,,,2005,3400040,건축과,5310,개발제한구역내 건축허가,0,,0,0,,0,,0,20170701,129.1570292,35.2812982
26710-13335,1,일반,2,일반건축물,부산광역시 기장군 철마면 송정리 132번지, 부산광역시 기장군 철마면 입석길 52-12,,26710,33024,0,132,0,,,,0,2.67E+11,33001,0,52,12,,0,주건축물,636.51,159.36,25.04,233.51,233.51,36.69,21,철근콘크리트구조,철근콘크리트,1000,단독주택,단독주택,10,(철근)콘크리트,콘크리트평슬래브,0,1,8.7,2,0,0,0,1,48.6,233.51,0,0,0,0,0,0,1,11.5,20061213,20061226,20070326,2006,3400040,건축과,1101,신축허가,0,,0,0,,0,,0,20170701,129.1188953,35.31098726
26710-13363,1,일반,2,일반건축물,부산광역시 기장군 철마면 송정리 165번지, 부산광역시 기장군 철마면 입석길 38-13,,26710,33024,0,165,0,,,,0,2.67E+11,33001,0,38,13,,0,주건축물,0,63,0,63,63,0,11,벽돌구조,조적조,1000,단독주택,주택,30,슬레이트,스레트,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19900308,,,,,,0,,0,0,,0,,0,20170701,129.117869,35.31022405
26710-13676,1,일반,2,일반건축물,부산광역시 기장군 철마면 웅천리 476-8번지, 부산광역시 기장군 철마면 미동길 19,,26710,33025,0,476,8,,,,0,2.67E+11,33001,0,19,0,,1,부속건축물,0,49.41,0,49.41,49.41,0,52,통나무구조,목조,1000,단독주택,부속사(광),20,기와,기와,0,0,5.8,1,0,0,0,0,0,49.41,0,0,0,0,0,0,0,0,20030415,20030423,20031121,2003,3400035,허가과,5320,개발제한구역내 건축신고,0,,0,0,,0,,0,20170701,129.1707976,35.2883759
26710-14146,1,일반,2,일반건축물,부산광역시 기장군 철마면 고촌리 125-4번지, 부산광역시 기장군 철마면 고촌로18번길 18,,26710,33029,0,125,4,,,,0,2.67E+11,33001,0,18,0,,0,주건축물,330,82.54,25.01,82.59,82.54,25.01,51,일반목구조,목조,1000,단독주택,주택,20,기와,기와,0,1,0,1,0,0,0,1,33.62,0,0,0,0,0,0,0,0,0,,,1960,,,,,,0,,0,0,,0,,0,20170701,129.1723969,35.24091657
26710-14150,1,일반,2,일반건축물,부산광역시 기장군 철마면 고촌리 127-8번지, 부산광역시 기장군 철마면 고촌로18번길 28,,26710,33029,0,127,8,,,,0,2.67E+11,33001,0,28,0,,0,주건축물,486,42.2,8.68,42.2,42.2,8.68,51,일반목구조,목조,1000,단독주택,주택,20,기와,기와,0,1,0,1,0,0,0,1,17.76,0,0,0,0,0,0,0,0,0,,,1940,,,,,,0,,0,0,,0,,0,20170701,129.1723106,35.24167361
26710-14305,1,일반,2,일반건축물,부산광역시 기장군 철마면 안평리 225-9번지, 부산광역시 기장군 철마면 안평로11번길 23-13,,26710,33030,0,225,9,,,,0,2.67E+11,33001,0,23,13,,0,주건축물,0,57.87,0,57.87,57.87,0,12,블록구조,브록조,1000,단독주택,주택,30,슬레이트,스레트,0,1,0,1,0,0,0,1,7.65,0,0,0,0,0,0,0,0,0,,,1974,,,,,,0,,0,0,,0,,0,20170701,129.1771707,35.23789667
26710-14399,1,일반,2,일반건축물,부산광역시 기장군 철마면 안평리 산 107-2번지, 부산광역시 기장군 철마면 반송로 1058-19,,26710,33030,1,107,2,,,,0,2.67E+11,33002,0,1058,19,,0,주건축물,0,73.56,0,73.56,73.56,0,12,블록구조,브럭,4000,제2종근린생활시설,"관리사, 축사",30,슬레이트,스레트,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1980,,,,,,0,,0,0,,0,,0,20170701,129.1687661,35.2343164
26710-1656,1,일반,2,일반건축물,부산광역시 기장군 기장읍 신천리 283-1번지, 부산광역시 기장군 기장읍 죽성로 51,,26710,25023,0,283,1,,,,0,2.67E+11,25001,0,51,0,,0,주건축물,0,49.96,0,49.96,49.96,0,12,블록구조,"블럭, 목조",1000,단독주택,주택,30,슬레이트,스레트,0,1,0,1,0,0,0,1,8.96,0,0,0,0,0,0,0,0,0,,,1947,,,,,,0,,0,0,,0,,0,20170701,129.2250268,35.24238957
26710-1713,1,일반,2,일반건축물,부산광역시 기장군 기장읍 죽성리 82-11번지, 부산광역시 기장군 기장읍 죽성로 261,,26710,25024,0,82,11,,,,0,2.67E+11,25001,0,261,0,,0,주건축물,0,76,0,76,76,0,51,일반목구조,"목조, 브럭조",1000,단독주택,주택,20,기와,"기와, 스레트",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1936,,,,,,0,,0,0,,0,,0,20170701,129.2442274,35.24297312
26710-1792,1,일반,2,일반건축물,부산광역시 기장군 기장읍 죽성리 140번지, 부산광역시 기장군 기장읍 두호1길 2-3,,26710,25024,0,140,0,,,,0,2.67E+11,25001,0,2,3,,0,주건축물,63,37.64,59.75,37.64,37.64,59.75,21,철근콘크리트구조,철근콘크리트,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,5,1,0,0,0,0,0,37.64,0,0,0,0,0,0,0,0,20031028,20040323,20041006,,,,,,0,,0,0,,0,,0,20170701,129.2479758,35.24040206
26710-1875,1,일반,2,일반건축물,부산광역시 기장군 기장읍 죽성리 199번지, 부산광역시 기장군 기장읍 두호1길 8,,26710,25024,0,199,0,,,,0,2.67E+11,25001,0,8,0,,0,주건축물,0,63.82,0,63.82,63.82,0,12,블록구조,블록,1000,단독주택,주택,30,슬레이트,"스레트, 시멘기와",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1965,,,,,,0,,0,0,,0,,0,20170701,129.2474988,35.24053881
26710-1921,1,일반,2,일반건축물,부산광역시 기장군 기장읍 죽성리 242번지, 부산광역시 기장군 기장읍 두호1길 16-1,,26710,25024,0,242,0,,,,0,2.67E+11,25001,0,16,1,,0,주건축물,0,95.8,0,95.8,95.8,0,19,기타조적구조,조적조,4000,제2종근린생활시설,전도관,30,슬레이트,스레트,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1975,,,,,,0,,0,0,,0,,0,20170701,129.2463453,35.240654
26710-2390,1,일반,2,일반건축물,부산광역시 기장군 기장읍 대라리 35-16번지, 부산광역시 기장군 기장읍 차성동로 52-9,,26710,25026,0,35,16,,,,0,2.67E+11,25001,0,52,9,,0,주건축물,0,23.1,0,23.1,23.1,0,12,블록구조,브록,1000,단독주택,주택,30,슬레이트,스레트,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1968,,,,,,0,,0,0,,0,,0,20170701,129.2172462,35.24250548
26710-2457,1,일반,2,일반건축물,부산광역시 기장군 기장읍 대라리 80번지, 부산광역시 기장군 기장읍 차성동로51번길 6,,26710,25026,0,80,0,,,,0,2.67E+11,25001,0,6,0,,0,주건축물,0,46.2,0,46.2,46.2,0,12,블록구조,블록,1000,단독주택,주택,30,슬레이트,스레트,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1971,,,,,,0,,0,0,,0,,0,20170701,129.2158398,35.24244703
26710-2630,1,일반,2,일반건축물,부산광역시 기장군 기장읍 대라리 127-11번지, 부산광역시 기장군 기장읍 차성로 257,,26710,25026,0,127,11,,,,0,2.67E+11,25001,0,257,0,,0,주건축물,0,74.4,0,74.4,74.4,0,32,경량철골구조,경량철골조,3000,제1종근린생활시설,근린생활시설,90,기타지붕,판넬,0,0,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19990922,,19991006,,,,,,0,,0,0,,0,,0,20170701,129.2132071,35.24050194
26710-2736,1,일반,2,일반건축물,부산광역시 기장군 기장읍 대라리 142-6번지, 부산광역시 기장군 기장읍 차성동로19번길 14,,26710,25026,0,142,6,,,,0,2.67E+11,25001,0,14,0,,0,주건축물,603.7,111.84,18.53,199.48,199.48,33.04,19,기타조적구조,조적조,1000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,1,7.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19950609,19950628,19960217,,,,,,0,,0,0,,0,,0,20170701,129.2157469,35.23960881
26710-2841,1,일반,2,일반건축물,부산광역시 기장군 기장읍 대라리 165-15번지, 부산광역시 기장군 기장읍 대청로22번길 5,,26710,25026,0,165,15,,,,0,2.67E+11,25001,0,5,0,,0,주건축물,231.6,128.22,55.36,478.73,478.73,206.71,21,철근콘크리트구조,"R.C조, 조적조",4000,제2종근린생활시설,제2종근린생활시설,10,(철근)콘크리트,스라브,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,46,19971122,19971124,19980326,,,,,,0,,0,0,,0,,0,20170701,129.212644,35.23753791
26710-2871,1,일반,2,일반건축물,부산광역시 기장군 기장읍 대라리 169-11번지, 부산광역시 기장군 기장읍 대청로36번길 11-27,,26710,25026,0,169,11,,,,0,2.67E+11,25001,0,11,27,,0,주건축물,205.1,122.46,50.71,231.3,231.3,112.77,19,기타조적구조,조적조,1000,단독주택,주택(4가구),10,(철근)콘크리트,스라브,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19941214,,,,,,0,,0,0,,0,,0,20170701,129.2157246,35.2373475
26710-2902,1,일반,2,일반건축물,부산광역시 기장군 기장읍 대라리 186-1번지, 부산광역시 기장군 기장읍 차성로201번길 1,,26710,25026,0,186,1,,,,0,2.67E+11,25001,0,1,0,,0,주건축물,156.4,70,44.76,70,70,44.76,32,경량철골구조,경량철골,18000,창고시설,창고시설,90,기타지붕,판넬,0,0,5.3,1,0,0,0,0,0,70,0,0,0,0,0,0,0,0,20060504,20060511,20060619,2006,3400040,건축과,1201,신축신고,0,,0,0,,0,,0,20170701,129.2128219,35.2354358
26710-2916,1,일반,2,일반건축물,부산광역시 기장군 기장읍 대라리 189-4번지, 부산광역시 기장군 기장읍 차성로190번길 29,,26710,25026,0,189,4,,,,0,2.67E+11,25001,0,29,0,,0,주건축물,287.9,164.57,57.16,158.41,158.41,55.02,19,기타조적구조,조적조,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,3.8,1,0,0,0,0,0,158.41,0,0,0,0,0,0,0,0,19951114,19951115,19960404,,,,,,0,,0,0,,0,,0,20170701,129.214143,35.23421422
26710-3265,1,일반,2,일반건축물,부산광역시 기장군 기장읍 대라리 1026번지, 부산광역시 기장군 기장읍 차성남로35번길 5,,26710,25026,0,1026,0,,,,0,2.67E+11,25001,0,5,0,,0,주건축물,100,59.65,59.65,117.1,117.1,117.1,19,기타조적구조,조적조,1000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,1,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19940307,19950304,19950516,,,,,,0,,0,0,,0,,0,20170701,129.2119042,35.24199737
